Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36.0,1330,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1331,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1332,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1333,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1334,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1335,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1337,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1338,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1339,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1340,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1341,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1342,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1343,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1344,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1345,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1346,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1347,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1348,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1349,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1350,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1351,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1352,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1353,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1354,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1355,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1356,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1357,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1358,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1359,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1360,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1361,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1362,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1363,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1364,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1365,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1366,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1367,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1368,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1369,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1370,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1371,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1372,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1373,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1374,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1375,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1376,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1377,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1378,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1379,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1380,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1381,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1382,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1383,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1384,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1385,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1386,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1387,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1388,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1389,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1390,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1391,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1392,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1393,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1394,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1395,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1396,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1397,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1398,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1399,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1400,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1401,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1402,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1404,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1405,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1406,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1407,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1408,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1409,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1410,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1411,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1412,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1413,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1414,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1415,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1416,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1418,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1419,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1420,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1421,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1422,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1423,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1424,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1425,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1426,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1427,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1428,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1429,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1430,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1431,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
36.0,1432,nan,802.0,nan,7.0,3.0,nan,1.0,1020.5,3.0,nan,66.0,3.0,2.0,Battlefield,3.0,nan,4919.0,14235.5,2.0,nan,nan,14.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,5.0,3.0,1.0,3.0
